# RNAseq_stressmatched_transcriptcounts.txt - counts to transcripts from multiBamCov
# Run from process_RNAseq.Rmd
# RNA_stressmatched_StefanBresson2020, date 26-09-2020
seqname	source	feature	start	end	score	strand	frame	attributes	RNA_A_30	RNA_B_30	RNA_C_GE	RNA_D_GE	RNA_E_42	RNA_F_42
chrII	SGD	primary_transcript	367999	369713	.	-	.	ypd=2;ID=YBR065C_id001	2107	1416	1614	1100	1635	1562
chrII	SGD	primary_transcript	369938	370782	.	-	.	ypd=6;ID=YBR066C_id024	1509	977	1018	719	702	537
chrII	SGD	primary_transcript	371965	372786	.	-	.	ypd=515;ID=YBR067C_id221	10132	6598	15383	10177	34886	27230
chrII	SGD	primary_transcript	373642	375729	.	-	.	ypd=171;ID=YBR068C_id050	18964	12209	35500	23176	5919	4775
chrII	SGD	primary_transcript	376429	378538	.	-	.	ypd=7;ID=YBR069C_id027	16119	10613	18529	13001	2076	1924
chrII	SGD	primary_transcript	379178	379955	.	-	.	ypd=12;ID=YBR070C_id029	1599	1090	937	645	832	760
chrII	SGD	primary_transcript	380339	381321	.	+	.	ypd=32;ID=YBR071W_id023	3355	2143	2049	1390	1107	1290
chrII	SGD	primary_transcript	381956	382838	.	+	.	ypd=33;ID=YBR072W_id012	1382	879	23867	16354	468967	361135
chrII	yeastutrgff	primary_transcript	383087	386113	.	+	.	ID=YBR073W_tx0	9437	6296	3929	2711	1779	1711
chrII	SGD	primary_transcript	386286	389278	.	+	.	ypd=3;ID=YBR074W_id003	6748	4552	3553	2672	2045	2104
chrII	yeastutrgff	primary_transcript	390202	391416	.	+	.	ID=YBR076W_tx0	25	18	98	53	471	273
chrII	SGD	primary_transcript	391588	392333	.	-	.	ypd=9;ID=YBR077C_id104	2224	1504	2058	1486	1538	1437
chrII	SGD	primary_transcript	392947	395097	.	+	.	ypd=80;ID=YBR078W_id112	67809	43414	16644	11614	11406	11206
chrII	SGD	primary_transcript	395294	398302	.	-	.	ypd=20;ID=YBR079C_id017	23328	14616	9693	6175	2814	2733
chrII	SGD	primary_transcript	398486	400916	.	-	.	ypd=10;ID=YBR080C_id016	8243	5413	6266	4298	5533	5062
chrII	yeastutrgff	primary_transcript	401128	405276	.	-	.	ID=YBR081C_tx0	5957	4005	5180	3657	2478	2579
chrII	SGD	primary_transcript	406461	407255	.	-	.	ypd=1987;ID=YBR082C_id429	17271	11888	17056	11859	32462	27930
chrII	SGD	primary_transcript	408947	410708	.	+	.	ypd=1;ID=YBR083W_id002	6114	3927	4935	3259	612	765
chrII	SGD	primary_transcript	414132	415283	.	-	.	ypd=639;ID=YBR084C-A_id921	53957	34961	19694	13043	4403	3340
chrII	SGD	primary_transcript	411040	414077	.	+	.	ypd=7;ID=YBR084W_id019	21719	14324	8601	5988	1491	1190
chrII	SGD	primary_transcript	418534	419193	.	-	.	ypd=8;ID=YBR085C-A_id125	5493	3676	19002	13222	62729	54242
chrII	SGD	primary_transcript	415908	417083	.	+	.	ypd=19;ID=YBR085W_id073	633	385	259	157	183	198
chrII	SGD	primary_transcript	420076	423228	.	-	.	ypd=4;ID=YBR086C_id013	19380	12556	13240	8857	10241	9962
chrII	SGD	primary_transcript	423754	424884	.	+	.	ypd=24;ID=YBR087W_id042	3189	2040	2235	1478	1064	967
chrII	SGD	primary_transcript	424949	425809	.	-	.	ypd=69;ID=YBR088C_id154	9291	6209	2242	1511	1628	1414
chrII	SGD	primary_transcript	426015	426899	.	-	.	ypd=38;ID=YBR089C-A_id116	5340	3594	5665	3808	11657	9505
chrII	SGD	primary_transcript	427033	427525	.	-	.	ypd=60;ID=YBR091C_id022	642	413	376	269	132	157
chrII	SGD	primary_transcript	427647	429115	.	-	.	ypd=115;ID=YBR092C_id150	17062	11124	3880	2815	804	787
chrII	SGD	primary_transcript	429492	430986	.	-	.	ypd=64;ID=YBR093C_id141	1101	707	835	577	306	311
chrII	SGD	primary_transcript	431985	434300	.	+	.	ypd=4;ID=YBR094W_id015	3700	2530	2652	1985	1243	1381
chrII	SGD	primary_transcript	434314	435722	.	-	.	ypd=11;ID=YBR095C_id029	2065	1407	2207	1471	1026	903
chrII	yeastutrgff	primary_transcript	436926	441440	.	+	.	ID=YBR097W_tx0	2403	1557	2853	1937	1556	1572
chrII	SGD	primary_transcript	441495	443742	.	+	.	ypd=2;ID=YBR098W_id002	1268	810	1222	778	577	596
chrII	SGD	primary_transcript	443785	444743	.	-	.	ypd=35;ID=YBR101C_id080	5137	3449	40879	27477	92297	59835
chrII	SGD	primary_transcript	444928	447358	.	-	.	ypd=2;ID=YBR102C_id003	3611	2266	2547	1617	1428	1542
chrII	SGD	primary_transcript	447578	449364	.	+	.	ypd=6;ID=YBR103W_id012	2739	1793	2715	1828	1339	1444
chrII	SGD	primary_transcript	449579	450716	.	+	.	ypd=135;ID=YBR104W_id228	4007	2717	1100	754	288	209
chrII	SGD	primary_transcript	450759	451992	.	-	.	ypd=9;ID=YBR105C_id062	1304	817	6265	4135	1622	1536
chrII	SGD	primary_transcript	452625	453364	.	+	.	ypd=125;ID=YBR106W_id280	24942	16290	8122	5588	4397	4509
chrII	SGD	primary_transcript	453469	454608	.	-	.	ypd=3;ID=YBR107C_id019	708	540	1148	771	765	682
chrII	SGD	primary_transcript	454743	457862	.	+	.	ypd=2;ID=YBR108W_id001	2374	1491	2804	1661	2833	2770
chrII	SGD	primary_transcript	457721	458401	.	-	.	ypd=133;ID=YBR109C_id235	12204	8045	6521	4523	7254	6680
chrII	SGD	primary_transcript	458824	460321	.	+	.	ypd=27;ID=YBR110W_id043	4454	2888	2730	2004	1771	1810
chrII	SGD	primary_transcript	461107	461881	.	-	.	ypd=47;ID=YBR111C_id075	7207	4840	6679	4624	7531	7216
chrII	SGD	primary_transcript	462098	462746	.	+	.	ypd=11;ID=YBR111W-A_id008	1310	887	1306	843	1097	1049
chrII	SGD	primary_transcript	462616	465945	.	-	.	ypd=1;ID=YBR112C_id001	8907	5525	10029	5992	5294	4776
chrII	SGD	primary_transcript	467160	469792	.	+	.	ypd=1;ID=YBR114W_id002	1987	1192	2858	1723	3620	3243
chrII	SGD	primary_transcript	469611	473945	.	-	.	ypd=1;ID=YBR115C_id001	20006	12733	8268	5663	2030	2012
chrII	yeastutrgff	primary_transcript	474267	476462	.	-	.	ID=YBR117C_tx0	190	95	3598	2184	19443	19746
chrII	SGD	primary_transcript	477649	479137	.	+	.	ypd=3892;ID=YBR118W_id569	397051	257749	231566	157006	146594	124527
chrII	SGD	primary_transcript	479290	480443	.	+	.	ypd=12;ID=YBR119W_id035	1752	1074	3694	2518	554	607
chrII	SGD	primary_transcript	480375	480993	.	-	.	ypd=13;ID=YBR120C_id064	1063	712	1672	1083	815	735
chrII	SGD	primary_transcript	481261	483444	.	-	.	ypd=37;ID=YBR121C_id049	46244	30790	15661	11198	5343	5136
chrII	SGD	primary_transcript	483768	484536	.	-	.	ypd=41;ID=YBR122C_id048	3173	2087	3115	2142	1732	1726
chrII	SGD	primary_transcript	484670	486754	.	-	.	ypd=1;ID=YBR123C_id002	2636	1775	2795	1853	1039	1146
chrII	SGD	primary_transcript	487061	488576	.	-	.	ypd=1;ID=YBR125C_id001	2209	1400	2375	1727	517	588
chrII	SGD	primary_transcript	488780	490499	.	-	.	ypd=5;ID=YBR126C_id016	17658	11504	57680	37714	139567	119043
chrII	SGD	primary_transcript	491103	492886	.	-	.	ypd=788;ID=YBR127C_id205	33713	22440	17328	12456	13172	12148
chrII	SGD	primary_transcript	493007	494168	.	-	.	ypd=1;ID=YBR128C_id002	425	286	1280	906	686	631
chrII	SGD	primary_transcript	494219	495384	.	-	.	ypd=5;ID=YBR129C_id008	2218	1506	2105	1448	905	780
chrII	SGD	primary_transcript	495479	496910	.	-	.	ypd=7;ID=YBR130C_id034	4219	2856	2620	1763	1475	1446
chrII	SGD	primary_transcript	497124	499352	.	+	.	ypd=2;ID=YBR131W_id007	1296	878	757	532	622	489
chrII	SGD	primary_transcript	499349	501606	.	-	.	ypd=4;ID=YBR132C_id016	2223	1341	6158	4028	2993	2732
chrII	SGD	primary_transcript	501518	504403	.	-	.	ypd=2;ID=YBR133C_id003	5911	3865	3115	2131	1336	1483
chrII	SGD	primary_transcript	504760	505412	.	+	.	ypd=77;ID=YBR135W_id106	2169	1371	1066	744	718	735
chrII	yeastutrgff	primary_transcript	505643	512899	.	+	.	ID=YBR136W_tx0	2503	1553	2130	1422	1304	1366
chrII	SGD	primary_transcript	512982	513718	.	+	.	ypd=14;ID=YBR137W_id072	2551	1682	1959	1333	5078	4576
chrII	SGD	primary_transcript	515656	517332	.	+	.	ypd=7;ID=YBR139W_id042	5650	3692	12171	8327	17971	16569
chrII	yeastutrgff	primary_transcript	517225	526653	.	-	.	ID=YBR140C_tx0	7406	4792	7034	4889	4132	4130
chrII	SGD	primary_transcript	526939	528091	.	-	.	ypd=4;ID=YBR141C_id039	727	495	314	190	65	67
chrII	SGD	primary_transcript	528234	530823	.	+	.	ypd=2;ID=YBR142W_id005	6910	4437	2583	1798	482	402
chrII	SGD	primary_transcript	530730	532210	.	-	.	ypd=36;ID=YBR143C_id146	28016	18770	10553	7549	2910	2924
chrII	SGD	primary_transcript	533721	534918	.	+	.	ypd=33;ID=YBR145W_id090	3826	2676	5704	3987	940	867
chrII	SGD	primary_transcript	535197	536318	.	+	.	ypd=39;ID=YBR146W_id045	4405	2939	3554	2546	2090	1992
chrII	SGD	primary_transcript	536462	537481	.	+	.	ypd=11;ID=YBR147W_id006	627	406	2123	1516	1366	1331
chrII	yeastutrgff	primary_transcript	537851	539830	.	+	.	ID=YBR148W_tx0	357	254	254	184	263	305
chrII	SGD	primary_transcript	539949	541116	.	+	.	ypd=8;ID=YBR149W_id106	10276	7059	11626	8082	19606	19217
chrII	yeastutrgff	primary_transcript	541084	544518	.	-	.	ID=YBR150C_tx0	1994	1302	2896	1879	1795	1653
chrII	SGD	primary_transcript	544882	546108	.	+	.	ypd=96;ID=YBR151W_id033	6796	4394	5883	4208	5858	5386
chrII	yeastutrgff	primary_transcript	546351	547376	.	+	.	ID=YBR152W_tx0	822	514	556	382	247	212
chrII	SGD	primary_transcript	547405	548411	.	+	.	ypd=4;ID=YBR153W_id021	1574	1051	976	679	416	431
chrII	SGD	primary_transcript	548266	549100	.	-	.	ypd=177;ID=YBR154C_id134	8894	5804	3579	2327	1395	1348
chrII	SGD	primary_transcript	549695	551006	.	+	.	ypd=26;ID=YBR155W_id067	3291	2143	712	503	578	524
chrII	SGD	primary_transcript	550925	553278	.	-	.	ypd=1;ID=YBR156C_id001	1749	1203	1140	711	510	497
chrII	SGD	primary_transcript	553414	555160	.	-	.	ypd=2;ID=YBR157C_id001	2030	1365	1827	1208	1906	1725
chrII	SGD	primary_transcript	556302	558353	.	+	.	ypd=10;ID=YBR158W_id009	15872	10264	10986	7723	3519	4370
chrII	SGD	primary_transcript	558632	559894	.	+	.	ypd=2;ID=YBR159W_id001	11104	7344	5659	3752	3534	3565
chrII	SGD	primary_transcript	559956	561068	.	+	.	ypd=13;ID=YBR160W_id034	2810	1896	2280	1558	2480	2418
chrII	SGD	primary_transcript	561407	562872	.	+	.	ypd=2;ID=YBR161W_id011	2194	1446	2388	1653	2553	2174
chrII	SGD	primary_transcript	563053	564808	.	-	.	ypd=30;ID=YBR162C_id126	40709	26649	15169	10716	4434	4178
chrII	SGD	primary_transcript	565196	565513	.	+	.	ypd=96;ID=YBR162W-A_id329	4939	3196	1776	1127	1013	837
chrII	SGD	primary_transcript	565611	567538	.	+	.	ypd=3;ID=YBR163W_id005	2767	1767	1885	1281	884	831
chrII	SGD	primary_transcript	567773	568545	.	-	.	ypd=22;ID=YBR164C_id265	5564	3899	2886	1878	1766	1703
chrII	SGD	primary_transcript	568760	569852	.	+	.	ypd=5;ID=YBR165W_id002	1396	924	2088	1513	942	864
chrII	SGD	primary_transcript	569730	571243	.	-	.	ypd=8;ID=YBR166C_id012	4185	2795	2408	1722	1227	1217
chrII	SGD	primary_transcript	571405	572090	.	-	.	ypd=9;ID=YBR167C_id036	1077	693	857	575	356	402
chrII	yeastutrgff	primary_transcript	572346	573737	.	+	.	ID=YBR168W_tx0	1850	1206	1887	1363	1008	1020
chrII	SGD	primary_transcript	573750	576124	.	-	.	ypd=1;ID=YBR169C_id002	4136	2598	25712	17177	59902	50137
chrII	SGD	primary_transcript	576214	578136	.	-	.	ypd=8;ID=YBR170C_id010	3615	2429	2998	2047	4277	4199
chrII	SGD	primary_transcript	578338	579121	.	+	.	ypd=931;ID=YBR171W_id130	4639	3042	2370	1522	1673	1509
chrII	SGD	primary_transcript	579044	581493	.	-	.	ypd=2;ID=YBR172C_id010	6000	3850	2977	1978	920	933
chrII	SGD	primary_transcript	581545	582200	.	-	.	ypd=183;ID=YBR173C_id037	4291	2840	2878	1962	3133	3154
chrII	SGD	primary_transcript	582395	583458	.	+	.	ypd=18;ID=YBR175W_id039	1733	1161	948	714	699	779
chrII	SGD	primary_transcript	583623	584687	.	+	.	ypd=7;ID=YBR176W_id036	1476	1044	981	654	692	658
chrII	SGD	primary_transcript	584680	586184	.	-	.	ypd=54;ID=YBR177C_id160	11264	7419	7084	4611	7748	7700
chrII	SGD	primary_transcript	586471	589179	.	-	.	ypd=3;ID=YBR179C_id008	3268	2256	3075	2193	1605	1579
chrII	yeastutrgff	primary_transcript	589716	591584	.	+	.	ID=YBR180W_tx0	28	23	29	23	28	16
chrII	SGD	primary_transcript	591623	592803	.	-	.	ypd=821;ID=YBR181C_id493	83450	55189	29492	20721	5614	4401
chrII	yeastutrgff	primary_transcript	593381	594889	.	-	.	ID=YBR182C_tx0	360	262	255	175	227	201
chrII	SGD	primary_transcript	596016	597146	.	+	.	ypd=9;ID=YBR183W_id024	1028	706	4371	3075	4766	3815
chrII	SGD	primary_transcript	599004	599978	.	-	.	ypd=28;ID=YBR185C_id135	1676	1083	1938	1356	853	885
chrII	yeastutrgff	primary_transcript	600528	602485	.	+	.	ID=YBR186W_tx0	43	26	108	81	163	191
chrII	SGD	primary_transcript	602505	603636	.	+	.	ypd=93;ID=YBR187W_id108	10752	7059	4423	2843	1301	1229
chrII	SGD	primary_transcript	603502	604182	.	-	.	ypd=9;ID=YBR188C_id066	1208	794	848	564	415	434
chrII	SGD	primary_transcript	604482	605573	.	+	.	ypd=1860;ID=YBR189W_id440	98935	65563	36054	24267	4884	3893
chrII	SGD	primary_transcript	606248	607191	.	+	.	ypd=1;ID=YBR191W_id001	69293	46036	28738	19599	4309	3394
chrII	SGD	primary_transcript	607444	608935	.	+	.	ypd=6;ID=YBR192W_id049	2447	1647	1838	1274	520	541
chrII	SGD	primary_transcript	608917	609760	.	-	.	ypd=5;ID=YBR193C_id128	1356	923	1528	1032	1213	1100
chrII	SGD	primary_transcript	609969	610565	.	+	.	ypd=6;ID=YBR194W_id040	661	484	665	403	434	426
chrII	SGD	primary_transcript	610490	611925	.	-	.	ypd=4;ID=YBR195C_id010	1691	1236	905	629	379	371
chrII	SGD	primary_transcript	612072	613942	.	-	.	ypd=114;ID=YBR196C_id150	95885	62996	47988	34505	49886	45202
chrII	SGD	primary_transcript	614746	615891	.	-	.	ypd=5;ID=YBR197C_id017	1693	1102	989	649	514	400
chrII	SGD	primary_transcript	616043	618609	.	-	.	ypd=6;ID=YBR198C_id006	6670	4185	5092	3071	2360	2446
chrII	SGD	primary_transcript	618810	620431	.	+	.	ypd=72;ID=YBR199W_id073	11785	7764	10071	7101	10757	10391
chrII	SGD	primary_transcript	620809	622749	.	+	.	ypd=15;ID=YBR200W_id010	3529	2317	2720	1861	1698	1560
chrII	SGD	primary_transcript	623426	624335	.	+	.	ypd=10;ID=YBR201W_id023	1260	831	1851	1301	1320	1151
chrII	SGD	primary_transcript	625707	628486	.	+	.	ypd=3;ID=YBR202W_id004	4776	3032	2196	1503	978	1009
chrII	yeastutrgff	primary_transcript	629143	632067	.	+	.	ID=YBR203W_tx0	441	285	3630	2797	788	682
chrII	SGD	primary_transcript	632021	633422	.	-	.	ypd=5;ID=YBR204C_id033	2175	1474	2567	1738	2536	2457
chrII	yeastutrgff	primary_transcript	633597	634961	.	+	.	ID=YBR205W_tx0	7698	5091	4000	2623	1734	1794
chrII	SGD	primary_transcript	635088	636660	.	+	.	ypd=7;ID=YBR207W_id038	4239	2747	4107	2761	2972	2825
chrII	yeastutrgff	primary_transcript	636578	642235	.	-	.	ID=YBR208C_tx0	5627	3665	3030	2084	1333	1358
chrII	SGD	primary_transcript	645512	645991	.	+	.	ypd=6;ID=YBR210W_id009	1649	1167	1025	699	601	523
chrII	yeastutrgff	primary_transcript	646033	647157	.	-	.	ID=YBR211C_tx0	1321	913	2179	1548	944	886
chrII	SGD	primary_transcript	647438	650110	.	+	.	ypd=2;ID=YBR212W_id001	5288	3396	8039	5247	5415	5563
chrII	SGD	primary_transcript	650298	651388	.	+	.	ypd=41;ID=YBR213W_id031	716	484	414	240	185	141
chrII	SGD	primary_transcript	651297	653135	.	+	.	ypd=3;ID=YBR214W_id014	3513	2235	17329	10324	14859	12978
chrII	SGD	primary_transcript	653315	655782	.	+	.	ypd=2;ID=YBR215W_id001	2714	1785	2105	1427	1080	1131
chrII	SGD	primary_transcript	655282	657647	.	-	.	ypd=2;ID=YBR216C_id001	2972	2058	3738	2694	2396	2339
chrII	SGD	primary_transcript	657781	658701	.	+	.	ypd=5;ID=YBR217W_id017	917	636	908	698	521	560
chrII	SGD	primary_transcript	658566	662286	.	-	.	ypd=2;ID=YBR218C_id008	26991	16836	18251	11301	9247	8594
chrII	SGD	primary_transcript	664913	666456	.	-	.	ypd=110;ID=YBR221C_id116	27962	18401	15982	11337	9314	9464
chrII	SGD	primary_transcript	666608	668393	.	-	.	ypd=10;ID=YBR222C_id024	4626	2990	3083	2124	3114	3201
chrII	SGD	primary_transcript	668403	670320	.	-	.	ypd=1;ID=YBR223C_id001	1142	695	1651	1093	979	1021
chrII	SGD	primary_transcript	673514	675193	.	-	.	ypd=5;ID=YBR227C_id049	3649	2270	2021	1389	1637	1550
chrII	SGD	primary_transcript	675313	676355	.	+	.	ypd=8;ID=YBR228W_id007	1192	751	1123	752	829	771
chrII	SGD	primary_transcript	676258	679230	.	-	.	ypd=4;ID=YBR229C_id013	7887	5286	4814	3338	3494	4087
chrII	SGD	primary_transcript	679385	680076	.	-	.	ypd=13;ID=YBR230C_id111	3460	2265	8443	5291	11123	10379
chrII	SGD	primary_transcript	682140	683147	.	-	.	ypd=32;ID=YBR231C_id074	1328	889	777	543	732	766
chrII	SGD	primary_transcript	683270	684800	.	+	.	ypd=3;ID=YBR233W_id005	2019	1315	1328	882	1068	985
chrII	SGD	primary_transcript	684938	685456	.	+	.	ypd=15;ID=YBR233W-A_id137	1449	925	576	436	284	279
chrII	SGD	primary_transcript	685360	686638	.	-	.	ypd=41;ID=YBR234C_id029	7835	4964	5867	4087	5677	5495
chrII	SGD	primary_transcript	686833	690334	.	+	.	ypd=1;ID=YBR235W_id003	4162	2757	3490	2352	1618	1749
chrII	SGD	primary_transcript	690232	691731	.	-	.	ypd=9;ID=YBR236C_id019	3656	2488	2945	2087	2285	2171
chrII	SGD	primary_transcript	691916	694608	.	+	.	ypd=1;ID=YBR237W_id001	2810	1831	2735	1825	1610	1559
chrII	SGD	primary_transcript	694607	697375	.	-	.	ypd=1;ID=YBR238C_id001	1555	952	385	286	142	100
chrII	SGD	primary_transcript	698246	700093	.	-	.	ypd=5;ID=YBR239C_id003	819	510	648	406	227	223
chrII	yeastutrgff	primary_transcript	700365	701867	.	-	.	ID=YBR240C_tx0	244	169	256	169	239	212
chrII	SGD	primary_transcript	705365	706850	.	-	.	ypd=20;ID=YBR243C_id043	3445	2210	2032	1340	1222	1204
chrII	SGD	primary_transcript	707449	708136	.	+	.	ypd=22;ID=YBR244W_id070	3968	2657	1604	1137	656	613
chrII	yeastutrgff	primary_transcript	708025	711564	.	-	.	ID=YBR245C_tx0	7093	4546	3859	2446	2085	2095
chrII	SGD	primary_transcript	711548	712894	.	+	.	ypd=10;ID=YBR246W_id009	2471	1608	1689	1091	1072	995
chrII	SGD	primary_transcript	712887	714476	.	-	.	ypd=139;ID=YBR247C_id176	4833	3088	1341	938	309	275
chrII	SGD	primary_transcript	714727	716528	.	-	.	ypd=62;ID=YBR248C_id114	9233	5919	2601	1763	832	855
chrII	SGD	primary_transcript	716765	718084	.	-	.	ypd=446;ID=YBR249C_id270	29049	19124	14907	10454	2212	1629
chrII	yeastutrgff	primary_transcript	719008	720729	.	+	.	ID=YBR250W_tx0	194	117	213	141	305	234
chrII	SGD	primary_transcript	721354	722394	.	+	.	ypd=23;ID=YBR251W_id143	1837	1258	2261	1496	720	759
chrII	SGD	primary_transcript	722593	723117	.	+	.	ypd=48;ID=YBR252W_id154	3421	2317	1190	855	647	580
chrII	SGD	primary_transcript	723209	723663	.	+	.	ypd=114;ID=YBR253W_id071	1513	1080	1072	657	1003	885
chrII	SGD	primary_transcript	723590	724269	.	-	.	ypd=6;ID=YBR254C_id039	1223	855	590	452	268	283
chrII	SGD	primary_transcript	724420	726683	.	+	.	ypd=3;ID=YBR255W_id006	2266	1527	2091	1485	1198	1205
chrII	SGD	primary_transcript	727322	728110	.	-	.	ypd=1982;ID=YBR256C_id483	6952	4565	5465	3872	3353	3127
chrII	SGD	primary_transcript	728854	729745	.	+	.	ypd=13;ID=YBR257W_id084	1167	752	823	631	269	272
chrII	SGD	primary_transcript	729662	730195	.	-	.	ypd=6;ID=YBR258C_id043	543	300	528	301	308	268
chrII	SGD	primary_transcript	730341	732590	.	+	.	ypd=3;ID=YBR259W_id005	1618	1118	1464	1045	579	602
chrII	SGD	primary_transcript	732617	734648	.	-	.	ypd=3;ID=YBR260C_id021	2676	1678	2317	1580	1635	1602
chrII	SGD	primary_transcript	734704	735567	.	-	.	ypd=93;ID=YBR261C_id079	2498	1521	969	579	661	682
chrII	SGD	primary_transcript	735597	736075	.	-	.	ypd=11;ID=YBR262C_id020	1299	883	1062	737	818	754
chrII	SGD	primary_transcript	736224	737788	.	+	.	ypd=8;ID=YBR263W_id070	12047	7655	5580	3778	2029	2075
chrII	SGD	primary_transcript	737728	738369	.	-	.	ypd=13;ID=YBR264C_id072	1426	995	1193	824	721	712
chrII	SGD	primary_transcript	738559	739677	.	+	.	ypd=141;ID=YBR265W_id159	3762	2521	1614	1059	789	753
chrII	SGD	primary_transcript	739824	741142	.	+	.	ypd=63;ID=YBR267W_id051	3613	2368	988	609	230	219
chrII	SGD	primary_transcript	741295	741713	.	+	.	ypd=361;ID=YBR268W_id313	1280	854	917	615	399	456
chrII	SGD	primary_transcript	742004	742597	.	-	.	ypd=84;ID=YBR269C_id146	1894	1219	2134	1357	2969	2610
chrII	SGD	primary_transcript	744826	746209	.	+	.	ypd=32;ID=YBR271W_id046	2118	1389	668	509	215	214
chrII	SGD	primary_transcript	746190	747831	.	-	.	ypd=3;ID=YBR272C_id018	2836	1750	3207	2230	2232	2143
chrII	SGD	primary_transcript	747963	749402	.	-	.	ypd=6;ID=YBR273C_id007	3102	2047	3296	2413	3628	3599
chrII	SGD	primary_transcript	749544	751216	.	+	.	ypd=12;ID=YBR274W_id045	2273	1441	1955	1374	1161	1226
chrII	yeastutrgff	primary_transcript	751231	757131	.	-	.	ID=YBR275C_tx0	6806	4553	2968	1885	1043	1077
chrII	SGD	primary_transcript	757550	760138	.	-	.	ypd=9;ID=YBR276C_id017	7076	4851	4273	2833	2426	2364
chrII	SGD	primary_transcript	760287	761101	.	+	.	ypd=3;ID=YBR278W_id011	1315	866	1146	761	755	760
chrII	SGD	primary_transcript	761229	762712	.	+	.	ypd=22;ID=YBR279W_id084	5554	3511	5847	3814	4755	3988
chrII	SGD	primary_transcript	762601	764700	.	-	.	ypd=1;ID=YBR280C_id005	1307	833	3136	2022	5551	4986
chrII	SGD	primary_transcript	764840	767624	.	-	.	ypd=1;ID=YBR281C_id001	4651	3151	3068	2148	1325	1487
chrII	SGD	primary_transcript	768202	768768	.	+	.	ypd=71;ID=YBR282W_id062	1783	1131	1421	941	1154	1113
chrII	SGD	primary_transcript	768798	770559	.	-	.	ypd=151;ID=YBR283C_id257	18615	12342	9725	6725	5018	5161
chrII	SGD	primary_transcript	774670	776379	.	+	.	ypd=17;ID=YBR286W_id026	50340	32692	38497	26777	38812	39317
chrII	SGD	primary_transcript	777922	779521	.	-	.	ypd=6;ID=YBR288C_id013	4235	3063	2794	1877	1327	1327
chrII	SGD	primary_transcript	779653	782436	.	+	.	ypd=3;ID=YBR289W_id004	3207	2020	2700	1694	1171	1200
chrII	SGD	primary_transcript	782584	783684	.	+	.	ypd=5;ID=YBR290W_id045	2512	1776	3706	2643	3315	2937
chrII	SGD	primary_transcript	783625	784608	.	-	.	ypd=18;ID=YBR291C_id107	1049	736	919	629	313	331
chrII	yeastutrgff	primary_transcript	786981	788555	.	+	.	ID=YBR293W_tx0	1774	1199	1591	1106	821	772
chrII	yeastutrgff	primary_transcript	789210	791939	.	+	.	ID=YBR294W_tx0	76	48	80	34	53	66
chrII	yeastutrgff	primary_transcript	792824	796624	.	+	.	ID=YBR295W_tx0	1514	1014	1832	1194	844	750
chrII	yeastutrgff	primary_transcript	796673	798547	.	-	.	ID=YBR296C_tx0	129	96	508	304	62	62
chrII	SGD	primary_transcript	800470	802159	.	+	.	ypd=2;ID=YBR297W_id022	362	217	3112	1997	223	232
chrII	SGD	primary_transcript	802538	804714	.	-	.	ypd=2;ID=YBR298C_id019	952	580	10393	6919	1115	1011
chrII	SGD	primary_transcript	805319	807236	.	+	.	ypd=1;ID=YBR299W_id002	77	42	1091	728	128	155
chrII	yeastutrgff	primary_transcript	809032	809544	.	+	.	ID=YBR301W_tx0	21	17	25	15	8	8
chrII	yeastutrgff	primary_transcript	810215	811504	.	-	.	ID=YBR302C_tx0	3273	2118	4010	2747	1825	1810
chrIII	SGD	primary_transcript	111890	112584	.	+	.	ypd=34;ID=YCL001W_id087	5234	3429	2834	1912	1952	1837
chrIII	SGD	primary_transcript	109027	110747	.	+	.	ypd=6;ID=YCL004W_id004	1216	754	1324	947	1015	961
chrIII	SGD	primary_transcript	107975	108986	.	+	.	ypd=2;ID=YCL005W_id008	1602	1031	1388	956	563	482
chrIII	SGD	primary_transcript	106998	107519	.	+	.	ypd=340;ID=YCL005W-A_id098	4235	2741	1926	1243	1433	1404
chrIII	SGD	primary_transcript	105564	106857	.	-	.	ypd=12;ID=YCL008C_id051	2156	1414	1902	1176	1582	1637
chrIII	SGD	primary_transcript	104471	105563	.	-	.	ypd=145;ID=YCL009C_id178	24040	15122	9553	5898	4006	3563
chrIII	SGD	primary_transcript	103525	104370	.	-	.	ypd=7;ID=YCL010C_id017	2756	1792	2377	1502	1782	1716
chrIII	SGD	primary_transcript	101965	103386	.	-	.	ypd=138;ID=YCL011C_id093	13670	9166	7938	5409	4911	4490
chrIII	SGD	primary_transcript	101190	101788	.	-	.	ypd=32;ID=YCL012C_id312	810	495	479	334	720	616
chrIII	yeastutrgff	primary_transcript	96256	101316	.	+	.	ID=YCL014W_tx0	3989	2603	1933	1208	1014	1069
chrIII	SGD	primary_transcript	94474	95911	.	-	.	ypd=5;ID=YCL016C_id001	1331	833	1176	831	410	388
chrIII	SGD	primary_transcript	92636	94385	.	-	.	ypd=8;ID=YCL017C_id063	4684	2949	2623	1834	2593	2507
